number,value,datetime_start,datetime_complete,duration,params_elite_size,params_iter_per_ind,params_max_generations,params_num_new_gen,params_pop_size,params_prob_crossover,params_prob_mut_30,params_prob_mut_repair,params_w_density,params_w_slack,state
258,4619.0,2026-03-11 22:44:34.094388,2026-03-11 22:45:06.390049,0 days 00:00:32.295661,16,20189,168,47,67,0.2750265885232209,0.26081159809481497,0.10907690922959781,3407.1777372731117,1.5056161748731296,COMPLETE
380,4618.0,2026-03-11 22:48:55.605333,2026-03-11 22:49:06.097200,0 days 00:00:10.491867,25,11924,130,44,44,0.31355967687393155,0.41205423927177526,0.2906431374526947,1463.7838434009657,1.2949963555167554,COMPLETE
529,4616.0,2026-03-11 22:57:45.584295,2026-03-11 22:58:08.193397,0 days 00:00:22.609102,16,10121,197,47,59,0.21939112690396145,0.22117776888336588,0.10373124990047834,1926.451671797249,1.6954788960117306,COMPLETE
535,4616.0,2026-03-11 22:58:08.252535,2026-03-11 22:58:39.188727,0 days 00:00:30.936192,20,13888,195,48,64,0.22813733225130067,0.21039535932793219,0.1386339869012728,2071.3170725360865,1.5889550657703766,COMPLETE
432,4616.0,2026-03-11 22:50:57.176087,2026-03-11 22:51:24.738888,0 days 00:00:27.562801,27,15441,186,46,66,0.2992045111086348,0.22421643635036417,0.1458820048960554,1989.1553548261788,0.2344496045292755,COMPLETE
125,4615.0,2026-03-11 22:37:35.251544,2026-03-11 22:38:00.015286,0 days 00:00:24.763742,23,20233,146,45,59,0.3217659229904899,0.37535889554088075,0.09987162285805162,3441.9813832527066,1.3981515980912016,COMPLETE
218,4614.0,2026-03-11 22:41:53.644196,2026-03-11 22:42:55.576540,0 days 00:01:01.932344,24,38910,164,50,71,0.21598116324691144,0.4413095094114185,0.20299136963560566,2588.847952784869,1.5963804727529123,COMPLETE
178,4612.0,2026-03-11 22:39:36.907986,2026-03-11 22:40:05.455753,0 days 00:00:28.547767,21,18227,167,43,65,0.24179725989168696,0.24034692964976156,0.264952144885775,3053.5298308842766,0.8830086218547935,COMPLETE
188,4612.0,2026-03-11 22:40:00.014061,2026-03-11 22:40:50.050674,0 days 00:00:50.036613,20,31081,167,48,70,0.25831941626274163,0.4876814970116456,0.29986335956219856,3077.9889673802063,1.2864547602014753,COMPLETE
500,4611.0,2026-03-11 22:56:25.913765,2026-03-11 22:56:50.589002,0 days 00:00:24.675237,20,10698,200,48,63,0.31428148045379034,0.47025555222176896,0.10922830563829294,2418.4968417995874,1.413531477408058,COMPLETE
368,4611.0,2026-03-11 22:48:16.061488,2026-03-11 22:48:55.961013,0 days 00:00:39.899525,17,29046,159,45,63,0.20951327121958635,0.45323440791676056,0.1676229747202551,4469.992166322601,1.6283465195212994,COMPLETE
457,4611.0,2026-03-11 22:52:33.937650,2026-03-11 22:53:29.489689,0 days 00:00:55.552039,25,32408,199,47,61,0.317647954951054,0.46113103647034714,0.17511186433154693,481.9519664481386,2.32025940320488,COMPLETE
556,4610.0,2026-03-11 22:59:28.413504,2026-03-11 23:00:23.889598,0 days 00:00:55.476094,22,34244,193,45,65,0.39401389624779537,0.4368556382502824,0.2932594083930681,175.5232903999077,0.9318497339140914,COMPLETE
324,4609.0,2026-03-11 22:46:54.847949,2026-03-11 22:47:07.273212,0 days 00:00:12.425263,20,13182,152,42,44,0.2598744630182789,0.4080216336967801,0.11631410731548564,3131.892639603975,2.4404371456213036,COMPLETE
267,4609.0,2026-03-11 22:45:06.405643,2026-03-11 22:45:24.775093,0 days 00:00:18.369450,18,17545,145,43,49,0.23231073999875176,0.3946934368805841,0.08123034807496778,3733.7650337147106,1.0967085972776829,COMPLETE
96,4607.0,2026-03-11 22:36:24.955763,2026-03-11 22:36:57.124288,0 days 00:00:32.168525,20,22761,159,42,66,0.22082738328875873,0.39227114500848964,0.11908648262761684,3359.7310224366147,2.452339735565097,COMPLETE
8,4607.0,2026-03-11 22:24:40.853864,2026-03-11 22:25:30.720503,0 days 00:00:49.866639,26,52743,182,34,41,0.3309989381430114,0.5565859692489501,0.2566957572123398,4971.244214380092,1.6554233523017872,COMPLETE
376,4607.0,2026-03-11 22:48:49.591801,2026-03-11 22:49:27.112126,0 days 00:00:37.520325,17,28659,156,44,61,0.2990821782908432,0.4592513164936117,0.2900008223694537,3514.630598546083,4.135951449529901,COMPLETE
563,4605.0,2026-03-11 23:00:27.159687,2026-03-11 23:01:01.868873,0 days 00:00:34.709186,22,32943,149,45,51,0.2816915034921019,0.22205573853303182,0.2854409527000318,2221.494027960573,1.8440013976511027,COMPLETE
442,4605.0,2026-03-11 22:51:24.764851,2026-03-11 22:51:56.252532,0 days 00:00:31.487681,26,16531,193,50,68,0.4274283403531878,0.22694177294824605,0.16221045791278263,2074.015777543863,0.44393088083329885,COMPLETE
27,4604.0,2026-03-11 22:27:25.285351,2026-03-11 22:27:52.480909,0 days 00:00:27.195558,23,26890,153,37,50,0.2348424892791467,0.2947419260823001,0.27441019247639753,3116.80585591768,0.9460260061702777,COMPLETE
23,4604.0,2026-03-11 22:26:55.144898,2026-03-11 22:27:24.971085,0 days 00:00:29.826187,22,28765,152,43,53,0.27761629334484383,0.20337596292735408,0.299768623191538,3274.8913715318895,1.3068294637308875,COMPLETE
250,4603.0,2026-03-11 22:43:54.386086,2026-03-11 22:44:55.956567,0 days 00:01:01.570481,23,33488,198,42,67,0.23527049984130083,0.4772442962676199,0.14140828283934262,2869.7884112502256,1.4695289780303282,COMPLETE
282,4603.0,2026-03-11 22:45:36.940971,2026-03-11 22:46:45.840992,0 days 00:01:08.900021,19,46663,166,48,70,0.24780926866181327,0.23518970893000088,0.12409646750015758,2524.083757629089,1.341159822939971,COMPLETE
305,4602.0,2026-03-11 22:46:18.804185,2026-03-11 22:46:35.507362,0 days 00:00:16.703177,19,10029,172,48,70,0.3064790585668512,0.2691608332325922,0.12888811070116435,3436.2518634850135,2.5701454942908257,COMPLETE
568,4602.0,2026-03-11 23:01:07.565698,2026-03-11 23:01:27.962146,0 days 00:00:20.396448,21,12011,196,48,62,0.2550805743509959,0.512199445349134,0.2106515381293964,294.1298967210402,1.7766081336196864,COMPLETE
17,4601.0,2026-03-11 22:25:54.461036,2026-03-11 22:26:55.136048,0 days 00:01:00.675012,30,57930,198,31,42,0.32182370946154065,0.5943649767997587,0.051625407293716216,1333.7213363653418,0.16951343405161,COMPLETE
89,4600.0,2026-03-11 22:36:02.503073,2026-03-11 22:36:27.140692,0 days 00:00:24.637619,22,15461,159,47,72,0.29315240430131584,0.4555132992106339,0.1682561010917794,3158.6079560651706,0.7773620785431152,COMPLETE
104,4599.0,2026-03-11 22:36:40.539766,2026-03-11 22:37:15.555680,0 days 00:00:35.015914,25,22989,168,42,67,0.2168786300988634,0.5000554996849084,0.11959140448436727,2723.933173331057,4.091862753231756,COMPLETE
452,4598.0,2026-03-11 22:52:01.529727,2026-03-11 22:53:01.189923,0 days 00:00:59.660196,24,34618,199,48,62,0.2621332703598991,0.20656416413742235,0.06844962425264776,1755.9040145461959,2.5212288026368057,COMPLETE
175,4597.0,2026-03-11 22:39:31.366380,2026-03-11 22:40:21.786089,0 days 00:00:50.419709,21,33220,167,49,65,0.20733649592111625,0.40248760906987424,0.14960407821555236,1274.9672865341072,4.302877908413954,COMPLETE
339,4597.0,2026-03-11 22:47:19.125267,2026-03-11 22:47:54.020374,0 days 00:00:34.895107,19,34931,180,38,42,0.23585832871540663,0.44741051779438185,0.29710877220456533,3348.057803098704,1.2190730806436973,COMPLETE
545,4597.0,2026-03-11 22:58:31.949617,2026-03-11 22:59:40.661560,0 days 00:01:08.711943,22,35751,195,49,73,0.2418104374299492,0.23710136943886873,0.1236981431393011,2093.8347933433392,2.180632717787937,COMPLETE
466,4597.0,2026-03-11 22:53:26.844240,2026-03-11 22:54:44.102340,0 days 00:01:17.258100,25,30258,196,45,84,0.2804095253353312,0.21776275727348307,0.1304395174887576,2273.767768781214,1.0437005929094771,COMPLETE
216,4596.0,2026-03-11 22:41:46.734473,2026-03-11 22:42:34.213074,0 days 00:00:47.478601,24,27649,161,50,76,0.20500025195440003,0.46790563132597307,0.2001066995516542,2591.2549502715156,0.9770833629007956,COMPLETE
16,4596.0,2026-03-11 22:25:35.393373,2026-03-11 22:26:33.613580,0 days 00:00:58.220207,30,56747,198,32,41,0.331475174306448,0.5986668832325897,0.053838752235985304,1477.9468905168455,0.40258995006290643,COMPLETE
448,4596.0,2026-03-11 22:51:44.096058,2026-03-11 22:52:43.205781,0 days 00:00:59.109723,25,34884,194,48,62,0.337415170246719,0.48382488183878986,0.12434643842034665,2422.8362023791346,2.536709245661124,COMPLETE
453,4595.0,2026-03-11 22:52:17.860214,2026-03-11 22:53:24.547142,0 days 00:01:06.686928,24,38277,199,47,63,0.2624926805897653,0.20902326857440684,0.11752363647056413,2550.4189698339155,2.261821514623821,COMPLETE
154,4594.0,2026-03-11 22:38:43.815787,2026-03-11 22:39:27.755739,0 days 00:00:43.939952,18,37998,148,47,56,0.3128864029429495,0.42214632829351373,0.28952766129589375,2761.3236896242092,2.0952029086536252,COMPLETE
352,4593.0,2026-03-11 22:47:40.210267,2026-03-11 22:48:19.037674,0 days 00:00:38.827407,26,34996,178,45,47,0.21220904926073872,0.42266105337186494,0.27777099740393185,3346.17742656071,1.2368403725537354,COMPLETE
39,4592.0,2026-03-11 22:29:00.133006,2026-03-11 22:29:35.897759,0 days 00:00:35.764753,21,32724,170,44,47,0.24893772783662696,0.20547967252143612,0.22918818099749344,2761.461255537617,0.597564219393612,COMPLETE
259,4592.0,2026-03-11 22:44:34.206036,2026-03-11 22:45:03.027002,0 days 00:00:28.820966,16,13919,198,48,72,0.26754304267056367,0.2500572151887981,0.10904548069043218,2956.033218654299,1.1997606145853918,COMPLETE
348,4592.0,2026-03-11 22:47:29.941442,2026-03-11 22:48:10.466701,0 days 00:00:40.525259,19,35896,179,38,48,0.24110842957780873,0.4252379108233503,0.28353766308618683,3369.1742808469257,1.8113721718282378,COMPLETE
160,4591.0,2026-03-11 22:38:59.737096,2026-03-11 22:39:58.076706,0 days 00:00:58.339610,21,37275,154,47,73,0.21317027148059725,0.4254440584694475,0.26508932022492804,2677.0595546067525,1.4975375513846358,COMPLETE
472,4589.0,2026-03-11 22:53:52.385608,2026-03-11 22:55:02.808989,0 days 00:01:10.423381,23,31578,170,45,78,0.2507457446273566,0.3401801356926559,0.13034049506785278,2149.44367149761,1.1981767850620377,COMPLETE
311,4587.0,2026-03-11 22:46:31.821848,2026-03-11 22:46:58.317889,0 days 00:00:26.496041,19,18875,152,48,69,0.30854789676062766,0.40589330289379394,0.11940668655231479,3654.0298974807138,1.6416736891040562,COMPLETE
255,4587.0,2026-03-11 22:44:05.588411,2026-03-11 22:45:10.323588,0 days 00:01:04.735177,23,34222,191,47,72,0.23733200813208985,0.2506174202769672,0.2810318262769403,353.8328668903225,1.4895610160798265,COMPLETE
145,4586.0,2026-03-11 22:38:18.375506,2026-03-11 22:38:33.488181,0 days 00:00:15.112675,17,13366,175,43,46,0.23040382639721363,0.34937607402592596,0.07048605463230632,2517.876444032566,1.0368351698221605,COMPLETE
537,4584.0,2026-03-11 22:58:09.356799,2026-03-11 22:58:31.643563,0 days 00:00:22.286764,20,13890,152,48,57,0.21157011426479247,0.21370461924057552,0.14043673571118098,294.24405379468055,1.8855598211718982,COMPLETE
29,4582.0,2026-03-11 22:27:45.742561,2026-03-11 22:28:16.906558,0 days 00:00:31.163997,19,27898,145,46,59,0.20111229630488217,0.2966850928390884,0.2700635009222134,2943.9705915773543,0.7802117389880985,COMPLETE
79,4581.0,2026-03-11 22:34:23.804516,2026-03-11 22:35:00.379810,0 days 00:00:36.575294,18,21415,166,45,75,0.23940022382826742,0.4164808704072739,0.0628870398209997,2207.5764227317936,1.751845211533693,COMPLETE
65,4580.0,2026-03-11 22:32:24.839552,2026-03-11 22:32:47.347966,0 days 00:00:22.508414,15,17868,188,46,50,0.30603555768985163,0.24695199645234683,0.07862115209632453,2555.2594673302615,0.5013264828605597,COMPLETE
553,4578.0,2026-03-11 22:59:04.365069,2026-03-11 22:59:18.360722,0 days 00:00:13.995653,21,11045,194,44,45,0.25611544584344315,0.2260485296139015,0.2775470356831739,3375.1848824412887,1.169750075942659,COMPLETE
270,4578.0,2026-03-11 22:45:10.356911,2026-03-11 22:45:57.847303,0 days 00:00:47.490392,18,49439,147,44,49,0.2534964311495401,0.41805508872009417,0.12361550122684035,3791.7526726162555,1.2645282805942126,COMPLETE
76,4578.0,2026-03-11 22:34:12.742678,2026-03-11 22:35:39.433147,0 days 00:01:26.690469,18,52065,164,40,75,0.23830583996195714,0.4390078188058585,0.06392827247847313,2289.9497227228403,1.7302506989886164,COMPLETE
480,4578.0,2026-03-11 22:54:50.053261,2026-03-11 22:55:29.274840,0 days 00:00:39.221579,23,19386,166,44,70,0.2526162769964874,0.23802504537184294,0.1573365040397282,3622.670942857376,1.2402203183459208,COMPLETE
418,4577.0,2026-03-11 22:50:17.966166,2026-03-11 22:50:45.835731,0 days 00:00:27.869565,26,16152,192,46,62,0.28610976166128704,0.24119958239788133,0.2692178749026894,2341.064303215409,0.6187961979340011,COMPLETE
211,4577.0,2026-03-11 22:41:14.742287,2026-03-11 22:41:36.934092,0 days 00:00:22.191805,19,21284,152,44,47,0.2179304576377379,0.4168057763615242,0.19106130933053858,1982.618004097693,4.575171343463849,COMPLETE
237,4576.0,2026-03-11 22:43:05.976345,2026-03-11 22:43:28.440761,0 days 00:00:22.464416,16,10393,196,46,74,0.36555026469130264,0.20925850009338187,0.1160694963791849,2427.5504495361265,0.7743074895961473,COMPLETE
117,4576.0,2026-03-11 22:37:17.283237,2026-03-11 22:37:42.267998,0 days 00:00:24.984761,19,19533,172,45,52,0.25406249271745274,0.41066614166144827,0.09711501219866808,3693.112880113212,2.7957299752153695,COMPLETE
451,4575.0,2026-03-11 22:51:56.278552,2026-03-11 22:52:57.469122,0 days 00:01:01.190570,24,34982,199,48,63,0.26079102232396134,0.20617091573851806,0.17097218762031902,2596.973578544157,2.5071644049932176,COMPLETE
331,4574.0,2026-03-11 22:47:05.586619,2026-03-11 22:47:19.091033,0 days 00:00:13.504414,11,12831,168,41,44,0.2246882957509964,0.40509460244873646,0.22721417950513706,3199.9758222933688,3.5654836683853013,COMPLETE
78,4572.0,2026-03-11 22:34:23.620137,2026-03-11 22:35:59.594569,0 days 00:01:35.974432,18,51432,181,49,76,0.23906821386043406,0.4439672155706939,0.06306813451775006,2294.262383334622,1.7628639768274081,COMPLETE
430,4572.0,2026-03-11 22:50:49.349480,2026-03-11 22:51:21.777820,0 days 00:00:32.428340,15,17751,191,33,67,0.30152648850459846,0.44087762224769245,0.1444349964100643,2199.337799886888,0.33536205641662453,COMPLETE
94,4571.0,2026-03-11 22:36:19.675417,2026-03-11 22:36:42.393445,0 days 00:00:22.718028,20,15380,159,42,67,0.22142709024601567,0.3977717484800163,0.16447586350913845,2889.5452260854026,0.7589008849025121,COMPLETE
165,4571.0,2026-03-11 22:39:10.991429,2026-03-11 22:39:25.823966,0 days 00:00:14.832537,15,12229,143,46,56,0.23018031585153564,0.47213880544478676,0.26200509245239334,2689.303236188031,1.5819951416258144,COMPLETE
70,4570.0,2026-03-11 22:32:47.360026,2026-03-11 22:32:58.785308,0 days 00:00:11.425282,20,10314,114,36,71,0.34568908081672156,0.5525088105489471,0.12081860079871531,2615.1561591969,0.8688172898654929,COMPLETE
95,4569.0,2026-03-11 22:36:21.996534,2026-03-11 22:36:48.653704,0 days 00:00:26.657170,20,14708,196,42,67,0.21941367166423129,0.39908500464498525,0.16995498301505899,2873.8464761178884,2.4492235937647475,COMPLETE
392,4569.0,2026-03-11 22:49:15.860534,2026-03-11 22:49:43.253615,0 days 00:00:27.393081,24,13902,194,49,70,0.22258889513365765,0.22283590809108278,0.15825216627090172,3971.697910199962,1.0011290530482777,COMPLETE
116,4568.0,2026-03-11 22:37:16.907860,2026-03-11 22:37:35.241118,0 days 00:00:18.333258,19,17361,140,50,52,0.25459628973824233,0.3674162501184309,0.11172867924036747,3728.9229427672017,1.3711836110113333,COMPLETE
530,4568.0,2026-03-11 22:57:45.910559,2026-03-11 22:58:10.831585,0 days 00:00:24.921026,16,10094,200,48,64,0.21597673613686721,0.21019973483591514,0.097989835023589,2338.154379334818,1.6824422726937196,COMPLETE
385,4567.0,2026-03-11 22:49:06.118259,2026-03-11 22:49:31.299080,0 days 00:00:25.180821,18,20726,149,49,58,0.20074738742306902,0.3965773612929711,0.10669084366294242,3250.2449279672346,1.4114461635956732,COMPLETE
58,4567.0,2026-03-11 22:31:31.470289,2026-03-11 22:31:53.896287,0 days 00:00:22.425998,22,22736,147,45,50,0.23104462784906543,0.21942349318777837,0.24065196104041206,2997.808847501061,0.6374903640853292,COMPLETE
268,4566.0,2026-03-11 22:45:07.317354,2026-03-11 22:45:27.013449,0 days 00:00:19.696095,18,17822,151,44,49,0.31969434281309866,0.3832509855661185,0.09276831218755914,3161.62936539995,1.090714820322872,COMPLETE
235,4566.0,2026-03-11 22:43:01.929589,2026-03-11 22:43:46.796488,0 days 00:00:44.866899,17,28414,154,46,74,0.2990618391098326,0.3138831487880367,0.18449211495050372,1830.0422396879148,1.3488102684522572,COMPLETE
521,4566.0,2026-03-11 22:57:17.688995,2026-03-11 22:57:45.884302,0 days 00:00:28.195307,21,11480,198,47,67,0.21677282845815066,0.2328477338528793,0.1661708248079962,942.480561720638,1.2956385258947751,COMPLETE
481,4565.0,2026-03-11 22:55:02.054789,2026-03-11 22:55:42.800437,0 days 00:00:40.745648,23,19446,174,44,70,0.25291321572112424,0.23593415650449304,0.06198892914240948,3383.2789085248987,1.258840414601881,COMPLETE
437,4565.0,2026-03-11 22:51:12.268183,2026-03-11 22:51:44.071036,0 days 00:00:31.802853,27,17248,191,33,68,0.30100747657447907,0.22752619673718844,0.14563915509190561,1928.843170901993,0.7644608043602119,COMPLETE
256,4564.0,2026-03-11 22:44:25.148284,2026-03-11 22:45:07.299275,0 days 00:00:42.150991,23,21803,191,47,72,0.27039703282381,0.25773511165866064,0.11104549857842097,3549.1165213312543,1.4813476489974025,COMPLETE
459,4564.0,2026-03-11 22:52:43.228680,2026-03-11 22:53:33.915448,0 days 00:00:50.686768,24,30262,196,47,61,0.2669556867567015,0.35602692859301127,0.1717517899490927,2331.837543766795,1.163894344011679,COMPLETE
284,4564.0,2026-03-11 22:45:37.919020,2026-03-11 22:45:57.865752,0 days 00:00:19.946732,19,18787,166,44,47,0.25224169504822497,0.4316065771106583,0.12477363135718653,4099.562013812514,1.37197317926737,COMPLETE
46,4563.0,2026-03-11 22:29:46.842143,2026-03-11 22:30:47.825982,0 days 00:01:00.983839,24,39467,184,41,64,0.2855063317949612,0.3290438499403336,0.25233333921485745,3550.3098815546487,2.2966348617520778,COMPLETE
303,4562.0,2026-03-11 22:46:16.619195,2026-03-11 22:46:31.804040,0 days 00:00:15.184845,20,10033,173,48,63,0.24412142741067422,0.2139445458067497,0.25883168992825906,3407.394013692564,2.239336373641936,COMPLETE
569,4561.0,2026-03-11 23:01:12.702001,2026-03-11 23:01:32.937657,0 days 00:00:20.235656,21,12234,196,44,62,0.2550079545134305,0.2805952919936731,0.2822409940446609,288.2872272646539,2.663511057706313,COMPLETE
106,4561.0,2026-03-11 22:36:45.037819,2026-03-11 22:37:17.470993,0 days 00:00:32.433174,19,22793,196,50,52,0.26694876482596197,0.5014387615711755,0.11535203937053545,2722.5703738231673,2.451171430196125,COMPLETE
351,4560.0,2026-03-11 22:47:37.114969,2026-03-11 22:48:10.961242,0 days 00:00:33.846273,26,36138,150,45,47,0.241735775306987,0.4235861956110908,0.2825123105594286,3364.493240671027,1.2078825311231276,COMPLETE
421,4560.0,2026-03-11 22:50:21.181145,2026-03-11 22:50:49.326896,0 days 00:00:28.145751,25,16078,187,46,65,0.29109770021709813,0.24523006662779648,0.15205898339856347,2356.758314249852,0.47426187665753144,COMPLETE
261,4558.0,2026-03-11 22:44:55.987199,2026-03-11 22:45:19.635561,0 days 00:00:23.648362,16,14228,164,30,72,0.2708814243358821,0.2536556096560442,0.10969415189203731,2979.7183475572047,1.19158726816836,COMPLETE
126,4557.0,2026-03-11 22:37:35.506804,2026-03-11 22:38:03.607171,0 days 00:00:28.100367,23,20507,163,45,59,0.33163569055029496,0.3754236167500068,0.12732217005345736,3320.604732929011,2.9348536496501434,COMPLETE
272,4557.0,2026-03-11 22:45:19.653808,2026-03-11 22:45:30.393319,0 days 00:00:10.739511,18,15385,102,43,45,0.21650233230042498,0.43780995545445833,0.10155549477601489,3280.6359009172265,1.0912604443263914,COMPLETE
176,4556.0,2026-03-11 22:39:32.447143,2026-03-11 22:40:27.433785,0 days 00:00:54.986642,21,32895,189,43,64,0.24290360342476197,0.24285066367781327,0.14850105797357707,3480.7078502838326,1.2857160158695942,COMPLETE
226,4556.0,2026-03-11 22:42:34.940281,2026-03-11 22:43:12.375067,0 days 00:00:37.434786,16,24193,154,41,74,0.27362748943510584,0.22142121862412298,0.18143626371250066,2788.9902488296034,1.5555728750480604,COMPLETE
246,4556.0,2026-03-11 22:43:41.467557,2026-03-11 22:44:43.115100,0 days 00:01:01.647543,17,33610,196,49,67,0.2872442599398067,0.480109213279856,0.139492200485842,2834.693982113257,1.7281192078052898,COMPLETE
476,4554.0,2026-03-11 22:54:18.448443,2026-03-11 22:55:14.091734,0 days 00:00:55.643291,23,31836,136,44,75,0.24949126261260715,0.3398274765936741,0.13031209505131816,2150.354961622734,1.2250908578843571,COMPLETE
508,4552.0,2026-03-11 22:56:46.803793,2026-03-11 22:57:14.767503,0 days 00:00:27.963710,19,12330,198,46,61,0.268710426394164,0.4633584571749698,0.11007305883532144,1797.3154117584063,1.5102268686596598,COMPLETE
172,4551.0,2026-03-11 22:39:25.839517,2026-03-11 22:39:53.281213,0 days 00:00:27.441696,21,21711,139,43,65,0.2460269035047341,0.2547509384195811,0.15287662890434664,1037.7619944824078,1.4884459805152983,COMPLETE
204,4550.0,2026-03-11 22:41:01.464600,2026-03-11 22:41:53.624811,0 days 00:00:52.160211,22,35168,157,48,68,0.20003790759520243,0.387326552604502,0.27173925770821683,2959.8729179315565,1.1584766290570614,COMPLETE
527,4550.0,2026-03-11 22:57:43.170143,2026-03-11 22:58:09.645255,0 days 00:00:26.475112,21,11046,200,47,64,0.2218556170466375,0.22091778179503793,0.1179375054055779,1917.9445071985638,1.9149379852532142,COMPLETE
18,4550.0,2026-03-11 22:26:12.940427,2026-03-11 22:27:14.321152,0 days 00:01:01.380725,30,59908,198,31,41,0.30250841600469647,0.5848912743177019,0.05097685394007348,1075.3714264930043,0.2580243177105299,COMPLETE
375,4550.0,2026-03-11 22:48:46.641824,2026-03-11 22:49:00.865996,0 days 00:00:14.224172,25,11331,154,44,53,0.29838603831280675,0.46361762550373126,0.2894079153502236,3528.062515439033,1.9699781296642018,COMPLETE
108,4549.0,2026-03-11 22:36:57.137725,2026-03-11 22:37:38.612785,0 days 00:00:41.475060,25,33951,171,50,52,0.2668958561476184,0.41006744451481314,0.10416993217949455,124.91628945441244,1.3679153261666164,COMPLETE
559,4549.0,2026-03-11 22:59:40.685131,2026-03-11 23:00:36.250359,0 days 00:00:55.565228,17,34123,193,45,65,0.29523520716622864,0.22092492896031302,0.2998085876229713,3500.732784017679,1.1521589663494467,COMPLETE
50,4549.0,2026-03-11 22:30:18.574804,2026-03-11 22:31:06.731816,0 days 00:00:48.157012,21,32237,177,50,65,0.22122044461667334,0.23130172172906735,0.2550617202998541,3564.2576471101434,1.0762226365141723,COMPLETE
203,4547.0,2026-03-11 22:41:01.322639,2026-03-11 22:41:40.599157,0 days 00:00:39.276518,22,34604,157,48,51,0.22430451963285805,0.5060103362533898,0.18800557110440252,2269.214808629369,4.517776500287524,COMPLETE
403,4547.0,2026-03-11 22:49:43.280476,2026-03-11 22:50:01.253874,0 days 00:00:17.973398,16,10974,193,43,58,0.2688325656934421,0.23538634263489908,0.2060864124662451,2099.136874585496,0.6526410342510304,COMPLETE
77,4546.0,2026-03-11 22:34:22.266579,2026-03-11 22:35:39.492336,0 days 00:01:17.225757,23,48319,155,45,75,0.24069113325863625,0.42334777385231787,0.2624484609328733,2183.445456187019,1.213597619153389,COMPLETE
454,4546.0,2026-03-11 22:52:20.384052,2026-03-11 22:53:20.051034,0 days 00:00:59.666982,25,34527,199,48,62,0.2646871680718042,0.32394213981858444,0.12295171038078112,2526.9177071677614,2.506640140531485,COMPLETE
129,4544.0,2026-03-11 22:37:38.628454,2026-03-11 22:38:16.895582,0 days 00:00:38.267128,16,35570,163,45,48,0.33496481461227035,0.4386461349526039,0.09214877393879037,3016.190782693531,1.876383369617322,COMPLETE
543,4544.0,2026-03-11 22:58:22.881036,2026-03-11 22:58:55.588181,0 days 00:00:32.707145,20,14128,195,49,74,0.2420910648550728,0.23529566482814568,0.12433356771623331,2106.6642690470853,2.1774179266651448,COMPLETE
87,4544.0,2026-03-11 22:35:52.520256,2026-03-11 22:36:21.984838,0 days 00:00:29.464582,21,15886,173,48,79,0.2938721400862276,0.4578708271076885,0.14354795568396722,2893.876620869221,3.379008934292422,COMPLETE
381,4541.0,2026-03-11 22:48:55.985156,2026-03-11 22:49:15.838425,0 days 00:00:19.853269,25,20995,154,44,44,0.2804471788520907,0.21590534062208597,0.2894245372708155,1682.9174380799677,0.874982202024903,COMPLETE
3,4541.0,2026-03-11 22:23:46.062014,2026-03-11 22:24:15.376037,0 days 00:00:29.314023,30,35171,163,30,40,0.28227476555848174,0.38293069297344395,0.0634161108453964,564.8300893037956,3.1803374483993356,COMPLETE
21,4539.0,2026-03-11 22:26:33.624649,2026-03-11 22:27:51.870597,0 days 00:01:18.245948,22,58641,199,35,53,0.31147800956400745,0.5917330316129655,0.2927718393009571,3253.023106973392,0.240389955259554,COMPLETE
99,4539.0,2026-03-11 22:36:29.603873,2026-03-11 22:37:17.267978,0 days 00:00:47.664105,20,34140,160,42,66,0.2690462835535841,0.31151445357229135,0.17934496209371104,204.70727016792944,1.2452862117574184,COMPLETE
33,4538.0,2026-03-11 22:28:16.917182,2026-03-11 22:28:38.283998,0 days 00:00:21.366816,11,21724,161,27,47,0.383961245774717,0.29455127126757935,0.24800188085076053,3843.8736721600553,1.803203620078643,COMPLETE
249,4538.0,2026-03-11 22:43:53.080385,2026-03-11 22:45:00.043680,0 days 00:01:06.963295,23,33607,197,49,72,0.280004307064959,0.45346458129296674,0.13169368640785692,2706.9670070485663,1.4676495351506096,COMPLETE
513,4538.0,2026-03-11 22:56:52.709203,2026-03-11 22:57:22.524315,0 days 00:00:29.815112,19,13764,198,46,61,0.26544838742595833,0.2456755892168206,0.11242575980901762,1767.335603380025,1.5412244989433348,COMPLETE
127,4537.0,2026-03-11 22:37:35.989150,2026-03-11 22:38:08.762572,0 days 00:00:32.773422,23,25978,153,46,59,0.32676924321366974,0.40898475938650736,0.12864570727195443,3315.3565065250627,1.8643264857630142,COMPLETE
82,4536.0,2026-03-11 22:35:39.441818,2026-03-11 22:36:19.661090,0 days 00:00:40.219272,23,27028,156,48,72,0.2517954713126315,0.4824215246921154,0.13631349496351136,3184.2589677573974,4.588328137593222,COMPLETE
80,4535.0,2026-03-11 22:35:00.391678,2026-03-11 22:36:33.000896,0 days 00:01:32.609218,23,47972,181,48,79,0.24071163087918324,0.47419449628531035,0.13912404696511432,3124.5156228517003,4.77781169213697,COMPLETE
146,4535.0,2026-03-11 22:38:23.556333,2026-03-11 22:38:43.711807,0 days 00:00:20.155474,17,13263,156,49,70,0.2457717227874404,0.451209182360618,0.29886070007530324,2465.782710969609,1.0612948211789663,COMPLETE
